,text,created_at,id_str,user_id,user_location,user_followers_count,user_friends_count,user_favourites_count,retweet_count,favorite_count,label
459,"#latam #news Medical researchers on track to find cure for Zika Virus: In February, t... https://t.co/X5iDkm9fEc https://t.co/j3Zcgcc7Ij",Wed Jun 29 05:47:48 +0000 2016,748030185119825920,298042210,"New York, New York",6614,6499,330,0,0,cure
460,#PMSpeaksToArnab #Zika #Zikavirus prevention and cure with nature cure #SaveUSA #SaveBrazil https://t.co/yf70MBYufi,Wed Jun 29 05:49:44 +0000 2016,748030672653127680,3282965840,India MO:  0091-9624114674,601,4883,3,0,0,cure
461,"Well, at least now we know the vaccine works on mice.  Now, they will be able to work on Ryan's bill. https://t.co/zutCovq7rJ",Wed Jun 29 05:50:31 +0000 2016,748030868229324800,3241007581,"Pennsylvania, USA",731,4998,260,0,0,cure
462,"#Britain #Zika #Zikavirus prevention and cure with nature cure #SaveUSA
#SaveBrazil https://t.co/yf70MBYufi Save the world",Wed Jun 29 05:50:57 +0000 2016,748030977126051840,3282965840,India MO:  0091-9624114674,601,4883,3,0,0,cure
463,Zika vaccine possible 'within months' https://t.co/2liJXLROWZ,Wed Jun 29 05:51:21 +0000 2016,748031078296883200,2212753740,| New Paradigm Refugee Camps |,861,2752,2146,0,0,cure
464,#wimbeldon #Zika #Zikavirus prevention and cure with nature cure #SaveUSA #SaveBrazil https://t.co/yf70MBYufi Save the world .,Wed Jun 29 05:51:43 +0000 2016,748031172689670144,3282965840,India MO:  0091-9624114674,601,4883,3,0,0,cure
465,#BREAKING #Zika #Zikavirus prevention and cure with nature cure #SaveUSA #SaveBrazil https://t.co/yf70MBYufi Save the world,Wed Jun 29 05:52:28 +0000 2016,748031359424290816,3282965840,India MO:  0091-9624114674,601,4883,3,0,0,cure
466,"RT @MicrobesInfect: New vaccine protects mice against #Zika, but may increase risk of #dengue https://t.co/01JZC505go #ZikaVirus",Wed Jun 29 05:52:52 +0000 2016,748031458829279233,424861562,España,12958,786,10786,0,0,cure
467,#BreakingNews #Zika #Zikavirus prevention and cure with nature cure #SaveUSA #SaveBrazil https://t.co/yf70MBYufi Save the world .,Wed Jun 29 05:53:05 +0000 2016,748031515511164928,3282965840,India MO:  0091-9624114674,601,4883,3,0,0,cure
468,RT @HarvardGH: Trials of #Zika #vaccine are set to begin in North America @bmj_latest https://t.co/KA8Kn47xCK,Wed Jun 29 05:53:51 +0000 2016,748031709258649600,2370824819,Belfast,122,84,27,0,0,cure
469,#JusticeByLawOrder #Zika #Zikavirus prevention and cure with nature cure #SaveUSA #SaveBrazil https://t.co/yf70MBYufi Save the world....,Wed Jun 29 05:54:10 +0000 2016,748031787037765632,3282965840,India MO:  0091-9624114674,601,4883,3,0,0,cure
470,I wonder how much the zika shot will cost. Will it be like the scam HPV drug Obama pushed thru that's the most expensive vaccine in history?,Wed Jun 29 05:54:32 +0000 2016,748031880637849600,1969609152,United States,2004,3181,5458,0,0,cure
471,"Something new Success in Mice Shows Zika Vaccine 'Feasible': In Latin America, thousands of babies have alrea... https://t.co/sLVJb7EiDw",Wed Jun 29 05:54:49 +0000 2016,748031950187864065,2779153826,,487,666,0,0,0,cure
472,"#Swathi #Zika #Zikavirus prevention and cure with nature cure #SaveUSA
#SaveBrazil https://t.co/yf70MBYufi Save the world.",Wed Jun 29 05:55:02 +0000 2016,748032004499836928,3282965840,India MO:  0091-9624114674,601,4883,3,0,0,cure
473,Further Zika studies increase the chances of a vaccine #apple https://t.co/B8zQDLtYCu,Wed Jun 29 05:55:15 +0000 2016,748032061013889024,47406418,"Bay Area, California",2056,1974,0,0,0,cure
474,"#LGBT #Zika #Zikavirus prevention and cure with nature cure #SaveUSA
#SaveBrazil https://t.co/yf70MBYufi Save the world",Wed Jun 29 05:55:49 +0000 2016,748032201082699777,3282965840,India MO:  0091-9624114674,601,4883,3,0,0,cure
475,"#AirIndia #Zika #Zikavirus prevention and cure with nature cure #SaveUSA
#SaveBrazil https://t.co/yf70MBYufi Save World",Wed Jun 29 05:56:24 +0000 2016,748032350714531840,3282965840,India MO:  0091-9624114674,601,4883,3,0,0,cure
476,Further Zika studies increase the chances of a vaccine https://t.co/bc4t99tshF https://t.co/eobY6afzjy,Wed Jun 29 05:56:47 +0000 2016,748032443832217604,23394247,Greater New York Area,1192,563,966,0,0,cure
477,Zika vaccine may risk of dengue... https://t.co/6ZfeF7RDKC,Wed Jun 29 05:56:57 +0000 2016,748032488283447296,59994685,Everywhere,26,111,152,0,0,cure
478,RT @SriPankaj: Zika vaccine may risk of dengue... https://t.co/6ZfeF7RDKC,Wed Jun 29 05:56:59 +0000 2016,748032494725914628,748024560742699008,,0,0,0,0,0,cure
479,And maybe if the #GOP had funded #ZikaVirus research when requested in February this vaccine would be available? https://t.co/OWaCfkmVwF,Wed Jun 29 05:57:22 +0000 2016,748032590565773314,1375865798,Right Over Your Shoulder Park,1296,1104,33039,0,0,cure
480,@POTUS Save USA #Zika #Zikavirus prevention and cure with nature cure #SaveUSA #SaveBrazil https://t.co/yf70MBYufi @NIH @NIHDirector,Wed Jun 29 05:57:57 +0000 2016,748032739551678465,3282965840,India MO:  0091-9624114674,601,4883,3,0,0,cure
481,@FLOTUS #Zika #Zikavirus prevention and cure with nature cure #SaveUSA #SaveBrazil https://t.co/yf70MBYufi Save USA @NIH_NCCIH,Wed Jun 29 05:59:35 +0000 2016,748033151558094851,3282965840,India MO:  0091-9624114674,601,4883,3,0,0,cure
482,Further Zika studies increase the chances of a vaccine https://t.co/lI1j6ewq9C https://t.co/H4a5txbZXQ,Wed Jun 29 05:59:45 +0000 2016,748033193245282305,14328877,"New York, USA",451,170,144,0,0,cure
483,Further Zika studies increase the chances of a vaccine https://t.co/eCWRhwjayC https://t.co/oeW2aUn9YK,Wed Jun 29 06:00:10 +0000 2016,748033297683480578,57593200,Sweden,12839,13092,60,0,0,cure
484,"RT @MicrobesInfect: New vaccine protects mice against #Zika, but may increase risk of #dengue https://t.co/01JZC505go #ZikaVirus",Wed Jun 29 06:00:58 +0000 2016,748033497269440513,1053346970,,221,853,3336,0,0,cure
485,Zika vaccine development to get underway #OBGYN https://t.co/oxYGVT20gY,Wed Jun 29 06:02:04 +0000 2016,748033775716675584,3063239805,"Boca Raton, FL",181,464,1389,0,0,cure
486,"RT @MackayIM: #Vaccine protection against #Zika virus from #Brazil
[Those are some fast early results]
https://t.co/6Kll1HBC5W",Wed Jun 29 06:02:24 +0000 2016,748033859011354624,194871638,"Sydney, Australia",5339,1253,16544,0,0,cure
487,"RT @newscientist: Zika vaccine protects mice, but may increase risk of dengue https://t.co/StsbCpn3Hn https://t.co/PmVrftEJW0",Wed Jun 29 06:03:18 +0000 2016,748034086313279489,3784883903,"Scotland, United Kingdom",142,89,161,0,0,cure
488,"RT @newscientist: Zika vaccine protects mice, but may increase risk of dengue https://t.co/StsbCpn3Hn https://t.co/PmVrftEJW0",Wed Jun 29 06:03:19 +0000 2016,748034088775323648,748026918365167616,,1,0,0,0,0,cure
489,📷 ibmblr: Your device could be a lifesaver. You can help researchers find a cure for Zika while you’re... https://t.co/ZeD80lAABd,Wed Jun 29 06:04:44 +0000 2016,748034445328924672,4526794241,,26,160,368,0,0,cure
490,#Zika virus vaccine for animals brings hope for human protection https://t.co/3wrd5c0JYj @CD2transform @DougUNDP,Wed Jun 29 06:05:27 +0000 2016,748034628443906052,625904388,,1070,512,632,0,0,cure
491,Further Zika studies increase the chances of a vaccine https://t.co/8hapyM3Sbl https://t.co/pYw4sRnP90,Wed Jun 29 06:05:37 +0000 2016,748034668440784897,14927723,"CT, USA",736,242,1435,0,0,cure
492,"RT @doctorksa: Success In Mice Shows Zika Vaccine 'Feasible'
#Medicalnews @DoctorKSA https://t.co/VzFyyrefzB",Wed Jun 29 06:07:09 +0000 2016,748035055155617793,860359188,Riyadh,222,548,1945,0,0,cure
493,Further Zika studies increase the chances of a vaccine https://t.co/QGhHpp99Qf #News via https://t.co/PhXi3xjFlk https://t.co/jnV6nwL75E,Wed Jun 29 06:07:37 +0000 2016,748035171581104128,2559933055,Greater New York Area,694,190,258,0,0,cure
494,"RT @newscientist: Zika vaccine protects mice, but may increase risk of dengue https://t.co/StsbCpn3Hn https://t.co/PmVrftEJW0",Wed Jun 29 06:07:38 +0000 2016,748035174995206144,2585950088,London,210,733,3850,0,0,cure
495,Zika vaccine 'works very well' in mice https://t.co/IRqpYR0MOZ,Wed Jun 29 06:08:02 +0000 2016,748035277642432512,409415280,Bury St Edmunds,4056,351,8053,0,0,cure
496,"Vaccine protection against Zika virus from Brazil
https://t.co/nwHOvWgezt https://t.co/L2v9iMHtKC",Wed Jun 29 06:08:15 +0000 2016,748035331182723073,23218631,"Maribor, Slovenia",339,599,59,0,0,cure
497,Success in Mice Shows Zika Vaccine 'Feasible' - Arizona Daily Star https://t.co/s48PTfkFEC,Wed Jun 29 06:08:16 +0000 2016,748035334798184452,1062716244,Germany / Europe,1999,147,1,0,0,cure
498,Zika virus vaccine for animals brings hope for human protection | World news | The Guardian https://t.co/mAsNrtnU0w,Wed Jun 29 06:08:26 +0000 2016,748035378599370752,754135908,USA ,42023,40657,11,0,0,cure
499,RT @pharma_global: Success in Mice Shows Zika Vaccine 'Feasible' - Arizona Daily Star https://t.co/s48PTfkFEC,Wed Jun 29 06:08:37 +0000 2016,748035424791175171,935498515,"Silicon Valley, USA",332,1011,37,0,0,cure
500,@NIH_NCCIH Save USA #Zika #Zikavirus prevention and cure with nature cure #SaveUSA #SaveBrazil https://t.co/yf70MBYufi Save USA ...,Wed Jun 29 06:08:59 +0000 2016,748035514570244096,3282965840,India MO:  0091-9624114674,601,4883,3,0,0,cure
501,@NIHDirector Save USA #Zika #Zikavirus prevention and cure with nature cure #SaveUSA #SaveBrazil https://t.co/yf70MBYufi,Wed Jun 29 06:09:38 +0000 2016,748035679758745600,3282965840,India MO:  0091-9624114674,601,4883,3,0,0,cure
502,@NIHClinicalCntr #Zika #Zikavirus prevention and cure with nature cure #SaveUSA #SaveBrazil https://t.co/yf70MBYufi,Wed Jun 29 06:10:17 +0000 2016,748035843336568832,3282965840,India MO:  0091-9624114674,601,4883,3,0,0,cure
503,@nih_nhlbi #Zika #Zikavirus prevention and cure with nature cure #SaveUSA #SaveBrazil https://t.co/yf70MBYufi,Wed Jun 29 06:10:51 +0000 2016,748035984005144576,3282965840,India MO:  0091-9624114674,602,4883,3,0,0,cure
504,Further Zika studies increase the chances of a vaccine https://t.co/GQcdr5JBsz #Gadgets,Wed Jun 29 06:11:18 +0000 2016,748036099507879936,1540470840,,468,837,46,0,0,cure
505,"@nihlib #Zika #Zikavirus prevention and cure with nature cure #SaveUSA
#SaveBrazil https://t.co/yf70MBYufi",Wed Jun 29 06:11:24 +0000 2016,748036122274594816,3282965840,India MO:  0091-9624114674,602,4883,3,0,0,cure
506,Zika vaccine development to get underway https://t.co/Gpjec0YBOz,Wed Jun 29 06:11:35 +0000 2016,748036168428716032,4073202853,"Rockville, MD",32,31,38,0,0,cure
507,RT @guardiannews: Zika virus vaccine for animals brings hope for human protection https://t.co/sOMvSoC0VS,Wed Jun 29 06:14:52 +0000 2016,748036994853384192,3459015855,"Mountain Ash, Rhondda Cynon Taf",1334,2350,8640,0,0,cure
508,https://t.co/qvKn71XSB2 Zika Vaccine Shows Promise in Mice,Wed Jun 29 06:15:13 +0000 2016,748037082854080512,744852562596237312,"Brooklyn, NY",91,318,432,0,0,cure
509,Zika Virus research at UW shows promising results towards creating a vaccine: A team of more than 50 researchers at… https://t.co/iZKjM3z5a4,Wed Jun 29 06:15:34 +0000 2016,748037173425876992,461350948,"Madison, WI",781,441,1,0,0,cure
510,"RT @newscientist: Zika vaccine protects mice, but may increase risk of dengue https://t.co/StsbCpn3Hn https://t.co/PmVrftEJW0",Wed Jun 29 06:18:54 +0000 2016,748038012810977280,737013488053325828,"Bordeaux, France",42,154,87,0,0,cure
511,RT @weareji: Could we get a #vaccine that combats both #Dengue &amp; #Zika? https://t.co/1fKMzFIJl0 #science @AnantBhan #medicine #healthcare #…,Wed Jun 29 06:19:05 +0000 2016,748038057702612992,333409806,"Bhopal & Pune , INDIA",3726,3957,15,0,0,cure
512,"RT @newscientist: Zika vaccine protects mice, but may increase risk of dengue https://t.co/StsbCpn3Hn https://t.co/PmVrftEJW0",Wed Jun 29 06:20:04 +0000 2016,748038304206032896,335280722,"Emmeloord, Netherlands",294,307,10,0,0,cure
513,"Zika vaccines to be developed soon
Clinical trials to test vaccine candidates are expected to begin later this year. https://t.co/u5zz1WKTPh",Wed Jun 29 06:20:35 +0000 2016,748038434141442048,3282234296,,47,18,0,0,0,cure
514,RT @mental_floss: Scientists Get Closer to a Zika Vaccine — https://t.co/tBgszu4buu https://t.co/ddDduNrybK,Wed Jun 29 06:20:58 +0000 2016,748038530157395969,25582531,The Netherlands,107,105,1986,0,0,cure
515,RT @mch7576: Zika virus vaccine for animals brings hope for human protection | World news | The Guardian https://t.co/mAsNrtnU0w,Wed Jun 29 06:21:00 +0000 2016,748038538386628608,46236196,Woodside California,5196,5293,61073,0,0,cure
516,Further Zika studies increase the chances of a vaccine https://t.co/pe9mHAG8GS via @engadget,Wed Jun 29 06:21:24 +0000 2016,748038639423266816,4077374714,"Melbourne, Victoria",556,1325,374,0,0,cure
517,"RT @NCIRS: Zika virus: Scientists hail vaccine success, human trials to start soon https://t.co/Ie5cB2pF4F",Wed Jun 29 06:21:42 +0000 2016,748038718251012097,1649579989,Music and movies lover,99,283,403,0,0,cure
518,Nigerian man produces cure for Zika disease https://t.co/MViFzTTADL,Wed Jun 29 06:24:36 +0000 2016,748039447745335296,890447395,Lagos Nigeria,363,1200,757,0,0,cure
519,"RT @MicrobesInfect: New vaccine protects mice against #Zika, but may increase risk of #dengue https://t.co/01JZC505go #ZikaVirus",Wed Jun 29 06:24:44 +0000 2016,748039478074302465,402741568,Estepona. Málaga. España,821,366,16992,0,0,cure
520,Zika vaccine 'proven effective' in mice -- https://t.co/2rzpa4Et27,Wed Jun 29 06:24:50 +0000 2016,748039502799712257,747719928392912896,"Port Harcourt, Nigeria.",11,56,3,0,0,cure
521,Zika virus vaccine for animals brings hope for human protection -  https://t.co/HxkE1vYahp https://t.co/JQKASAwNWD,Wed Jun 29 06:25:08 +0000 2016,748039579060604928,852261223,"Dhaka, Bangladesh",9908,2500,121,0,0,cure
522,"Zika virus vaccine for animals brings hope for human protection,https://t.co/KCij3WUZ13",Wed Jun 29 06:25:10 +0000 2016,748039587403018240,852261223,"Dhaka, Bangladesh",9908,2500,121,0,0,cure
523,Two new vaccines protect mice from Zika virus infection https://t.co/nq8YUB2aWy via @statnews,Wed Jun 29 06:28:06 +0000 2016,748040324866543617,47605629,sunshine state,1183,1327,16573,0,0,cure
524,"RT @statnews: The US Army developed a Zika vaccine from inactivated virus, hopes to start testing in people later this year https://t.co/A4…",Wed Jun 29 06:32:18 +0000 2016,748041384054104064,1230813163,"Wroclaw, Poland",1229,320,21449,0,0,cure
525,A Vaccine to Prevent Zika Infection in Humans is Feasible https://t.co/b5AIHve65P,Wed Jun 29 06:33:00 +0000 2016,748041559581528071,705816504713908224,,11,24,0,0,0,cure
526,I liked a @YouTube video https://t.co/WLuGfNecep Scientists Are Getting Closer To A Working Zika Vaccine,Wed Jun 29 06:33:43 +0000 2016,748041741060685824,109490667,The Grey Area,771,880,359,0,0,cure
527,RT @TechCrunch: Can the smartphone cure Zika? https://t.co/z0ZgdKojDr by @shawndubravac https://t.co/zrL55nV6ie,Wed Jun 29 06:40:01 +0000 2016,748043323747766272,3408394283,Essix,50,130,269,0,0,cure
528,Save USA ......Save USA .....Save USA ....#Zika #Zikavirus prevention and cure with nature cure by https://t.co/yf70MBYufi,Wed Jun 29 06:40:59 +0000 2016,748043568070164480,3282965840,India MO:  0091-9624114674,602,4883,3,0,0,cure
529,Success in Mice Shows Zika Vaccine 'Feasible' - Lincoln Journal Star https://t.co/jzFBSFKLOy,Wed Jun 29 06:43:18 +0000 2016,748044153829883904,412695295,New York,2933,1921,0,0,0,cure
530,#Human #antibody #responses after #dengue virus #infection are highly #crossreactive to #Zika virus (Proc Natl Acad… https://t.co/Dwr5tI0W00,Wed Jun 29 06:43:46 +0000 2016,748044269894705152,15754217,Padova,726,1117,2040,0,0,cure
531,RT @guardianscience: Zika virus vaccine for animals brings hope for human protection https://t.co/XEUCSiba6x,Wed Jun 29 06:46:46 +0000 2016,748045025758568448,1082585659,"Kyoto, Japan",4593,91,30,0,0,cure
532,"RT @jmattos2001: Top story: Zika virus vaccine for animals brings hope for human protection | Wo… https://t.co/2UHEO1sorn, see more https:/…",Wed Jun 29 06:47:06 +0000 2016,748045107941773313,1037152662,,2566,1251,1354,0,0,cure
533,#fremont Success in Mice Shows Zika Vaccine 'Feasible' https://t.co/Lu0LfVmHjg,Wed Jun 29 06:48:12 +0000 2016,748045385516580864,373519246,,56,0,0,0,0,cure
534,"#Science bitches, it works !
#Zika vaccine candidate 
https://t.co/Bz0NEqQ5US",Wed Jun 29 06:50:35 +0000 2016,748045983183953920,845877864,"London, UK",1511,267,211,0,0,cure
535,Previous reports stated Zika Vaccine had major problems with side effects... https://t.co/JX8lSsYDVz,Wed Jun 29 06:55:15 +0000 2016,748047158079856640,3221765581,,93,274,30,0,0,cure
536,"New Research Shows Vaccine Protection Against Zika Virus « Ragon Institute of MGH, MIT and ... https://t.co/RkVZ75vx4P via @MassGeneralNews",Wed Jun 29 06:58:19 +0000 2016,748047932910374913,4781053235,,701,4897,702,0,0,cure
537,Success in Mice Shows Zika Vaccine 'Feasible' - Lincoln Journal Star https://t.co/Hvs4zSv2q8 #Fitness #Healthy,Wed Jun 29 07:00:25 +0000 2016,748048458154672128,1547263452,San Diego,295,3,0,0,0,cure
538,Zika virus vaccine for animals brings hope for human protection https://t.co/H8jQZZ3YMi #M5S https://t.co/r3Cink8LOx,Wed Jun 29 07:01:11 +0000 2016,748048653365968896,2898075617,,43975,31434,6934,0,0,cure
539,RT @SthAmericaNews: Medical researchers on track to find cure for Zika Virus https://t.co/IFHQsiA4HV,Wed Jun 29 07:02:57 +0000 2016,748049097253322753,1664059166,USA,2164,226,39,0,0,cure
540,"#Zika vaccine proves effective in trials with mice, but may increase #dengue risk https://t.co/QHHwk8r0HZ",Wed Jun 29 07:02:58 +0000 2016,748049103171497985,3458918848,at Google Play & Galaxy Apps,102,226,32,0,0,cure
541,RT @MPenikas: Zika virus vaccine for animals brings hope for human protection https://t.co/H8jQZZ3YMi #M5S https://t.co/r3Cink8LOx,Wed Jun 29 07:03:06 +0000 2016,748049136071630848,3357308483,,538,145,28027,0,0,cure
542,RT @nature: Single shots of either one of two types of vaccine can protect susceptible mice against the Brazilian Zika virus https://t.co/T…,Wed Jun 29 07:08:05 +0000 2016,748050389933621248,2852920772,America ,11,23,19,0,0,cure
543,Breaking News: Vaccine Protection Against #Zika Virus From Brazil @nature https://t.co/evKIByI78w,Wed Jun 29 07:08:54 +0000 2016,748050595286753280,33488759,"somewhere, everywhere",231,237,681,0,0,cure
544,Getting closer to an answer everyday!  https://t.co/moovVqvSjg,Wed Jun 29 07:15:09 +0000 2016,748052167068528640,325731691,"College Station, TX",496,888,206,0,0,cure
545,The new Zika vaccine could be a big win for pregnant women (and everyone else too). https://t.co/b1E2Ic4wlu,Wed Jun 29 07:17:19 +0000 2016,748052713926168576,2274090048,,284,671,3503,0,0,cure
546,New research shows vaccine protection against #Zika virus....in mice https://t.co/whonzQLXZt via @medical_xpress #Science #health,Wed Jun 29 07:18:24 +0000 2016,748052983204675584,54182296,#AnimalRights @MinaANDMaya,65498,65350,0,0,0,cure
547,Antibodies that are effective against both #dengue and #Zika viruses discovered https://t.co/hyNa0N5F8C https://t.co/O9HYkLP4fu,Wed Jun 29 07:22:25 +0000 2016,748053995072163840,3052315196,"Pangyo, Seongnam, Gyeonggi",75,46,16,0,0,cure
548,Zika vaccine 'works very well' in mice - BBC News https://t.co/wUVaxyHAEr,Wed Jun 29 07:22:48 +0000 2016,748054093965459460,82879590,United Kingdom,329,667,222,0,0,cure
549,Zika vaccine 'works very well' in mice https://t.co/eFczaHGSjB,Wed Jun 29 07:23:57 +0000 2016,748054380033806336,25268558,"N.Ireland, UK",1326,679,454,0,0,cure
550,There's a test vaccine to protect against Zika virus but anti-vaxxers won't take it because reducing the size of their brains is impossible.,Wed Jun 29 07:25:05 +0000 2016,748054665762320384,958950097,,970,402,248,0,0,cure
551,"Today in religion.

Airport suicide bombings.

Today in science.

Preclinical study indicates vaccine to prevent Zika infection in humans",Wed Jun 29 07:27:27 +0000 2016,748055262586617856,3044278801,Edinburgh,233,395,3130,0,0,cure
552,"RT @newscientist: Zika vaccine protects mice, but may increase risk of dengue https://t.co/StsbCpn3Hn https://t.co/PmVrftEJW0",Wed Jun 29 07:31:48 +0000 2016,748056355504799745,3077858684,,62,196,85,0,0,cure
553,Company awarded contract to develop Zika vaccine - https://t.co/oOxmmN7gdA  - https://t.co/zLSXs9odE4,Wed Jun 29 07:32:28 +0000 2016,748056525223174144,4277506355,"Alexandria, VA",606,1477,803,0,0,cure
554,RT @WiredUK: Possible Zika vaccine is more likely since two vaccines prove successful in mice trials https://t.co/Slpi0LlUXT https://t.co/M…,Wed Jun 29 07:33:19 +0000 2016,748056738918768640,1638560888,London,153,744,263,0,0,cure
555,"Single shots of either one of two types of vaccine can protect susceptible mice against the Brazilian Zika virus,... https://t.co/tNx0AN2pLy",Wed Jun 29 07:33:57 +0000 2016,748056897941610496,342377343,,142,128,362,0,0,cure
556,Zika vaccine 'works very well' in mice - https://t.co/T2pHrJm1vW,Wed Jun 29 07:37:50 +0000 2016,748057876384587776,2253350655,England,549,502,603,0,0,cure
557,"RT @newscientist: Zika vaccine protects mice, but may increase risk of dengue https://t.co/StsbCpn3Hn https://t.co/PmVrftEJW0",Wed Jun 29 07:39:50 +0000 2016,748058379432660993,300944661,,358,431,6407,0,0,cure
558,Zika vaccine 'works very well' in mice - https://t.co/XQsWS8ZgqS,Wed Jun 29 07:40:48 +0000 2016,748058622781952000,3218317505,,200,318,1631,0,0,cure
559,"RT @newscientist: Zika vaccine protects mice, but may increase risk of dengue https://t.co/StsbCpn3Hn https://t.co/PmVrftEJW0",Wed Jun 29 07:40:54 +0000 2016,748058648816009216,25268558,"N.Ireland, UK",1326,679,454,0,0,cure
560,BBC News - #Zika #vaccine 'works very well' in mice https://t.co/flLItCJbmd,Wed Jun 29 07:47:56 +0000 2016,748060419139510272,2880872098,,1263,2137,469,0,0,cure
561,Research raises hope for a Zika virus cure.. Related Articles: https://t.co/SHjhcUBK0Q,Wed Jun 29 07:48:03 +0000 2016,748060447367176192,2908476672,United States,2944,2910,26507,0,0,cure
562,Further Zika studies increase the chances of a vaccine https://t.co/7QrlLFoRjm,Wed Jun 29 07:50:08 +0000 2016,748060972925980672,113983647,Utrecht,339,198,52,0,0,cure
563,Two Zika vaccine candidates shown to completely protect mice from the virus https://t.co/MNV24qB1Hr via @verge #humanity #has #hope,Wed Jun 29 07:50:09 +0000 2016,748060975828451329,14422016,Birmingham and Cardiff,314,918,271,0,0,cure
564,"RT @MackayIM: #Vaccine protection against #Zika virus from #Brazil
[Those are some fast early results]
https://t.co/6Kll1HBC5W",Wed Jun 29 07:57:04 +0000 2016,748062716347191296,769901564,,379,892,1074,0,0,cure
565,RT @institutpasteur: Antibodies that are effective against both #dengue and #Zika viruses https://t.co/Yp8mERJ8Z7 https://t.co/BPtjporveU,Wed Jun 29 07:57:56 +0000 2016,748062932152492032,2359565029,"Paris, FRANCE",183,115,1589,0,0,cure
566,Success in mice shows zika vaccine 'feasible' https://t.co/M4vRazD4Fq,Wed Jun 29 08:00:01 +0000 2016,748063459393277952,20512439,,5479,1,214,0,0,cure
567,https://t.co/IkSnEMz5nA Zika Vaccine Shows Promise in Mice #plague #cholera #vaccine #dermatitis #herpes #FollowBack #ill,Wed Jun 29 08:00:10 +0000 2016,748063494453460992,744847725448003584,"New York, USA",102,321,422,0,0,cure
568,Success in Mice Shows Zika Vaccine &amp;#039;Feasible&amp;#039;  https://t.co/eZZkSJa0qq https://t.co/Maf0oyih3F,Wed Jun 29 08:00:13 +0000 2016,748063508714098688,4923575056,Bulgaria,387,290,912,0,0,cure
569,Further Zika studies increase the chances of a vaccine https://t.co/Ki9wwf0LLw via @Engadget #discovery https://t.co/SNcI496WUm,Wed Jun 29 08:04:05 +0000 2016,748064481117245440,4924000587,Worldwide,1612,4868,3,0,0,cure
570,Success in mice shows zika vaccine 'feasible' https://t.co/wbo4l6UhzO,Wed Jun 29 08:04:21 +0000 2016,748064549132189696,312149882,"Philadelphia, PA USA",71466,28458,1128,0,0,cure
571,RT @Chris_1791: Success in mice shows zika vaccine 'feasible' https://t.co/wbo4l6UhzO,Wed Jun 29 08:05:24 +0000 2016,748064812362399744,34822048,Houston Texas,2851,3269,61293,0,0,cure
572,Interplay between flaviviruses Dengue and Zika causing vaccine troubles? https://t.co/TsIciwZ21i #Zika #Dengue #NTD via @debmackenzie1,Wed Jun 29 08:10:02 +0000 2016,748065981147254784,935358240,"Leamington Spa, England",43,62,14,0,0,cure
573,"RT @newscientist: Zika vaccine protects mice, but may increase risk of dengue https://t.co/StsbCpn3Hn https://t.co/PmVrftEJW0",Wed Jun 29 08:10:14 +0000 2016,748066028282839040,92807314,"London, England",35,62,381,0,0,cure
574,Success in mice shows zika vaccine 'feasible' https://t.co/UqKcPk1bjN,Wed Jun 29 08:11:07 +0000 2016,748066251746926592,385931759,"Lagos, Nigeria",1286,250,8,0,0,cure
575,Success in mice shows zika vaccine 'feasible' https://t.co/u5p1joZJtX #biotech,Wed Jun 29 08:13:20 +0000 2016,748066808079454208,4889510320,,74,35,0,0,0,cure
576,"RT @ScienceNews: This week in Zika: vaccine progress, infection insights https://t.co/ITGakY4pNG https://t.co/cY9lM3Ug7B",Wed Jun 29 08:16:38 +0000 2016,748067639503785984,2874950287,,553,3597,21013,0,0,cure
577,Zika virus vaccine for animals brings hope for human protection https://t.co/mdGV2Fq2xi,Wed Jun 29 08:17:18 +0000 2016,748067806093127681,951515820,"Basingstoke, RG24 8WF, UK",2981,3059,5376,0,0,cure
578,"Experimental Zika vaccines work in mice, protect with one shot https://t.co/0OMFq6eKde #ScientificMethod #antibodies",Wed Jun 29 08:18:08 +0000 2016,748068017003585536,558979544,"Long Island, NY",268,284,0,0,0,cure
579,Success in mice shows zika vaccine 'feasible' https://t.co/tnADLphphP,Wed Jun 29 08:20:10 +0000 2016,748068530696773633,385931759,"Lagos, Nigeria",1286,250,8,0,0,cure
580,@louisianapostz SO EVERYONE CONTRACTING ZIKA VIRUS IN THE STATES CAN THANK DEMOCRATS FOR KILLING THE BILL TO FIND A CURE. GOOD JOB!!,Wed Jun 29 08:27:24 +0000 2016,748070348659134465,710959108963176448,"Shreveport, LA",436,390,3945,0,0,cure
581,Can the smartphone cure Zika? https://t.co/1IXeskkRHa via @techcrunch,Wed Jun 29 08:27:44 +0000 2016,748070432528535552,630473307,,130,249,178,0,0,cure
582,"RT @newscientist: Zika vaccine protects mice, but may increase risk of dengue https://t.co/StsbCpn3Hn https://t.co/PmVrftEJW0",Wed Jun 29 08:31:34 +0000 2016,748071399487483904,3637615754,,30,140,249,0,0,cure
583,RT @engadget: Further Zika studies increase the chances of a vaccine https://t.co/DL19RoqRkt https://t.co/nm5O28hDYg,Wed Jun 29 08:35:58 +0000 2016,748072503541530625,17594130,Bangalore,1257,1723,17385,0,0,cure
584,"Retweeted Engadget (@engadget):

Further Zika studies increase the chances of a vaccine https://t.co/Tka2DG94sA... https://t.co/fScb7V6qXG",Wed Jun 29 08:35:59 +0000 2016,748072511548493824,17594130,Bangalore,1257,1723,17386,0,0,cure
