,text,created_at,id_str,user_id,user_location,user_followers_count,user_friends_count,user_favourites_count,retweet_count,favorite_count,label
315,Fight the Bite! #Zika Prevention: Montgomery County Event &amp; other resources: https://t.co/PW7VSbUgos https://t.co/6OfQqk5H1w,Mon Jun 27 14:34:10 +0000 2016,747437872857374721,34392255,"Baltimore, MD",733,559,59,0,0,prevention
316,Men Can Help Protect Their Families And Future From Zika https://t.co/cCUWZQfobJ via @HPLifestyle,Mon Jun 27 14:36:00 +0000 2016,747438333412913152,436003856,,42,122,4129,0,0,prevention
317,Russell County Health Department Staff promoting Zika Awareness. https://t.co/Gm2c41hDrN,Mon Jun 27 14:38:24 +0000 2016,747438939041046528,1284101540,,4,4,0,0,0,prevention
318,RT @HHSGov: Help us share info on how to protect yourself from #Zika this summer → https://t.co/RqoKBUNqxt https://t.co/mBUtpNa6xd,Mon Jun 27 14:39:37 +0000 2016,747439243425898496,6450322,U.S.,972342,913,221,0,0,prevention
319,Russell County Health Department Staff promoting Zika Awareness. https://t.co/MNWcEgqxY4,Mon Jun 27 14:39:44 +0000 2016,747439274128195584,67671445,,424,7,2,0,0,prevention
320,Don't fall prey to the booming market for questionable #Zika prevention products https://t.co/b7lX0e7YSo https://t.co/gqI7OBaIwq,Mon Jun 27 14:41:55 +0000 2016,747439824064380928,879161563,Harvard Professor & MD,228913,196703,293,0,0,prevention
321,RT @CMichaelGibson: Don't fall prey to the booming market for questionable #Zika prevention products https://t.co/b7lX0e7YSo https://t.co/g…,Mon Jun 27 14:42:12 +0000 2016,747439896214704128,25846227,"Plainfield, Illinois",2447,2184,3767,0,0,prevention
322,RT @KState: #KState is helping fight #Zika through #mosquito research at the Biosecurity Research Inst. https://t.co/uFwKehcXHF https://t.c…,Mon Jun 27 14:42:53 +0000 2016,747440065421287426,239919675,Kansas,82,362,10,0,0,prevention
323,"#Tropicaldiseases Zika virus research at Biosecurity Research Institute aims to control, fight mosquitoes: Aedes… https://t.co/rptXGBR3qh",Mon Jun 27 14:44:08 +0000 2016,747440383504723968,75567156,HealthCanal office,1447,460,689,0,0,prevention
324,Zika virus: Arming parents for prevention - ModernMedicine https://t.co/3ACDmyFdLe,Mon Jun 27 14:44:57 +0000 2016,747440586932756480,732061744756097024,"New York, NY",10,0,0,0,0,prevention
325,RT @HHSGov: Help us share info on how to protect yourself from #Zika this summer → https://t.co/RqoKBUNqxt https://t.co/mBUtpNa6xd,Mon Jun 27 14:44:57 +0000 2016,747440586735689729,183166373,~Relig. & Politically neutral~,1202,3305,1452,0,0,prevention
326,Zika virus: Arming parents for prevention - ModernMedicine https://t.co/S7SoL4w50b,Mon Jun 27 14:45:14 +0000 2016,747440657342545920,179790372,,277,0,0,0,0,prevention
327,Zika virus: Arming parents for prevention - ModernMedicine https://t.co/Y4AfWr0rVI,Mon Jun 27 14:45:14 +0000 2016,747440660853055489,2192432594,New York,597,417,1,0,0,prevention
328,#health Zika virus: Arming parents for prevention - ModernMedicine https://t.co/1A4CfrtEyy,Mon Jun 27 14:45:22 +0000 2016,747440691429654528,3369686566,Breaking News,2975,4666,0,0,0,prevention
329,RT @DrKBendikson: If you are trying to get pregnant you need to be aware of ZIKA.  Check out my article on MBG https://t.co/3Jf6Q3COaZ http…,Mon Jun 27 14:47:00 +0000 2016,747441102882504704,4852953879,,82,426,0,0,0,prevention
330,Zika virus: Arming parents for prevention – ModernMedicine https://t.co/Jjcgxp5YlM,Mon Jun 27 14:47:58 +0000 2016,747441346546278400,747914312,,682,206,1,0,0,prevention
331,Watch this video about #Zika virus prevention for Puerto Rico https://t.co/7FQzxEZL0k https://t.co/cA8ptUMvCZ,Mon Jun 27 14:48:06 +0000 2016,747441378913705984,1262167370,,5373,192,34,0,0,prevention
332,RT @HHSGov: Help us share info on how to protect yourself from #Zika this summer → https://t.co/RqoKBUNqxt https://t.co/mBUtpNa6xd,Mon Jun 27 14:48:07 +0000 2016,747441385796673536,1650700040,,16,35,37,0,0,prevention
333,Zika virus: Arming parents for prevention - ModernMedicine https://t.co/BOfeRUIwER,Mon Jun 27 14:48:18 +0000 2016,747441432256909312,1011847296,,1243,88,23,0,0,prevention
334,"""Zika virus: Arming parents for prevention - ModernMedicine"" https://t.co/OyPCEKl8St #HealthNews",Mon Jun 27 14:49:43 +0000 2016,747441785404801025,142608660,,231,0,0,0,0,prevention
335,Florida to spend $26M to fight #Zika https://t.co/IXiPIKJFhB #keywest #realestate @KWARealtors @floridarealtors,Mon Jun 27 14:50:22 +0000 2016,747441949188173825,501785730,Key West Florida USA,1109,1468,1,0,0,prevention
336,Zika virus: Arming parents for prevention - ModernMedicine https://t.co/9EUW78aWkz,Mon Jun 27 14:51:01 +0000 2016,747442114905182208,711550678779498497,United States,9,0,0,0,0,prevention
337,Zika virus: Arming parents for prevention - ModernMedicine #Health #News https://t.co/ss0pnqJFgX,Mon Jun 27 14:51:54 +0000 2016,747442336469221376,2899824502,,301,187,6,0,0,prevention
338,"As Zika Fears Grow, Research Quickens But Fight May Be Hampered By Regional Disparities https://t.co/QLne0HPISq https://t.co/7wEdK0R7rJ",Mon Jun 27 14:51:55 +0000 2016,747442342605447168,1158286658,"Chattanooga, TN",3882,1201,6,0,0,prevention
339,RT @HHSGov: Help us share info on how to protect yourself from #Zika this summer → https://t.co/RqoKBUNqxt https://t.co/mBUtpNa6xd,Mon Jun 27 14:53:17 +0000 2016,747442682830684161,130551892,"Greenville, SC",137,93,252,0,0,prevention
340,Zika virus: Arming parents for prevention - ModernMedicine https://t.co/UIncfzqipp,Mon Jun 27 14:54:48 +0000 2016,747443066168971265,1634983640,London,326,117,0,0,0,prevention
341,Zika virus: Arming parents for prevention - ModernMedicine https://t.co/WvdXNKLF3z,Mon Jun 27 14:54:48 +0000 2016,747443068337455105,2199395154,New York,343,310,0,0,0,prevention
342,#Zika virus: Arming parents for prevention - ModernMedicine https://t.co/ZbyFEHvmNB,Mon Jun 27 14:57:16 +0000 2016,747443689065046016,1062716244,Germany / Europe,1989,147,1,0,0,prevention
343,Zika virus: Arming parents for prevention - ModernMedicine https://t.co/MGR5CGCKWN,Mon Jun 27 14:57:19 +0000 2016,747443697659187200,984212437,,1,10,0,0,0,prevention
344,Zika virus: Arming parents for prevention - ModernMedicine https://t.co/vHWbflsG4b,Mon Jun 27 14:57:35 +0000 2016,747443768014471169,502277410,Italy,2344,2089,4099,0,0,prevention
345,"Huffington Post Zika virus: Arming parents for prevention ModernMedicine Over the past several months, we have… https://t.co/yHxHPrmn2s",Mon Jun 27 14:57:37 +0000 2016,747443774163296256,634516667,Washington [USA],545,137,0,0,0,prevention
346,"""Zika virus: Arming parents for prevention - ModernMedicine"" https://t.co/IpTNLLWAEo #healthnews #digitalhealth",Mon Jun 27 14:59:02 +0000 2016,747444131807526912,2392605271,BCN,1049,118,6,0,0,prevention
347,"Zika virus: Arming parents for prevention – ModernMedicine
https://t.co/ykGUI6YrJZ",Mon Jun 27 14:59:29 +0000 2016,747444246110670848,1468158638,Pretoria,216,431,0,0,0,prevention
348,"Fight the rumors and misinformation. Inform yourself on the #Zika virus, and what is being done here: https://t.co/5Up62N2unm",Mon Jun 27 15:00:11 +0000 2016,747444422531395584,336100767,"Minneapolis, MN",826,424,939,0,0,prevention
349,RT @KState: #KState is helping fight #Zika through #mosquito research at the Biosecurity Research Inst. https://t.co/uFwKehcXHF https://t.c…,Mon Jun 27 15:00:50 +0000 2016,747444583131316224,713028535,,28,74,878,0,0,prevention
350,"Zika virus research at Biosecurity Research Institute aims to control, fight mosquitoes… https://t.co/XoCj3msGLd",Mon Jun 27 15:00:54 +0000 2016,747444599594057728,75567156,HealthCanal office,1447,460,689,0,0,prevention
351,Zika virus: Arming parents for prevention - ModernMedicine https://t.co/msh2AtkweX,Mon Jun 27 15:01:26 +0000 2016,747444735422373889,1223567238,"Appleton, Wisconsin",66,171,0,0,0,prevention
352,It’s Mosquito Control Awareness Week! Learn how to control mosquitoes that can spread viruses like #Zika. https://t.co/47PbS80sY0,Mon Jun 27 15:02:03 +0000 2016,747444892041908224,395429079,"Bethesda, Maryland",1967,934,738,0,0,prevention
353,#Zika: Zika virus: Arming parents for prevention #HealthNews https://t.co/Q5rXMm1m1L,Mon Jun 27 15:02:46 +0000 2016,747445069561610240,4871353966,earth,5646,1899,881,0,0,prevention
354,Up-Date-Podcast - Zika virus; Therapy for chronic asthma; Stroke prevention in sickle cell disease... https://t.co/c32YUUfBCk,Mon Jun 27 15:03:16 +0000 2016,747445196128944129,740903144293584896,"Stockport, England",8,28,3,0,0,prevention
355,Traveling to Mexico/P.R./Bahamas this summer? Here R helpful tips to protect against mosquito bites and #Zika virus. https://t.co/5FfnSARj4w,Mon Jun 27 15:03:30 +0000 2016,747445256791203840,24784868,"Cleveland, OH",1276,699,18,0,0,prevention
356,"Lawmakers will consider a measure that contains $1.1 billion for Zika preparation and prevention, but that also has… https://t.co/5RIN6Tt4bB",Mon Jun 27 15:06:14 +0000 2016,747445944111640580,1633296644,UK,1292,57,2,0,0,prevention
357,Zika virus: Arming parents for prevention - ModernMedicine https://t.co/XYX8hqK7fV,Mon Jun 27 15:06:37 +0000 2016,747446039553073152,590749575,"Cherry Point, NC",714,1670,0,0,0,prevention
358,RT @HHSGov: #Zika virus: what we know &amp; what American business leaders are doing to help you protect yourself this summer. https://t.co/hMR…,Mon Jun 27 15:06:57 +0000 2016,747446125464952832,3438826762,United States,8702,222,101613,0,0,prevention
359,Zika virus: Arming parents for prevention – ModernMedicine https://t.co/pJATN2dxAD,Mon Jun 27 15:08:16 +0000 2016,747446454948499456,717063933547388929,,17,232,0,0,0,prevention
360,Billy Wright said that Zika virus: Arming parents for prevention – ModernMedicine Is what I am up to currently. Ha… https://t.co/WxQ9Z5RW0W,Mon Jun 27 15:09:46 +0000 2016,747446834696687617,743522619010457600,"Lakewood, OH",13,38,0,0,0,prevention
361,Zika virus: Arming parents for prevention - ModernMedicine https://t.co/PfYKhdSz8u,Mon Jun 27 15:10:34 +0000 2016,747447035016548352,728588050255613953,"New York, USA",162,239,0,0,0,prevention
362,Zika virus: Arming parents for prevention - ModernMedicine https://t.co/Mslhoflkni,Mon Jun 27 15:10:39 +0000 2016,747447054050304000,2243920220,,421,238,0,0,0,prevention
363,Zika virus: Arming parents for prevention - ModernMedicine https://t.co/W3I4gEQoNs,Mon Jun 27 15:10:39 +0000 2016,747447056378142720,3582371844,"New York, NY",150,76,0,0,0,prevention
364,Zika virus: Arming parents for prevention - ModernMedicine https://t.co/4waW7dTVAU,Mon Jun 27 15:10:40 +0000 2016,747447057560961026,2245641991,,372,275,0,0,0,prevention
365,Help us combat the Zika virus. Buy a Zika kit for the homeless or donate supplies: https://t.co/y2hcH9v7B5 https://t.co/2q0NGPjP2y,Mon Jun 27 15:10:40 +0000 2016,747447059846934529,22811731,"Tampa, FL",8865,6110,1458,0,0,prevention
366,Zika virus: Arming parents for prevention - ModernMedicine https://t.co/yhpewbvmJt,Mon Jun 27 15:10:41 +0000 2016,747447064787771393,2217847860,New York,240,222,0,0,0,prevention
367,Zika virus: Arming parents for prevention - ModernMedicine https://t.co/52GPjZUwYk,Mon Jun 27 15:10:41 +0000 2016,747447065341399042,2209009224,New York,405,270,0,0,0,prevention
368,Zika virus: Arming parents for prevention - ModernMedicine https://t.co/x2sXcprzDg,Mon Jun 27 15:10:43 +0000 2016,747447070642966529,1727705462,Canada,487,759,0,0,0,prevention
369,Zika virus: Arming parents for prevention - ModernMedicine https://t.co/AOKlLD4wNf,Mon Jun 27 15:11:09 +0000 2016,747447180525346816,4821240808,,366,642,0,0,0,prevention
370,"#Microsoft is testing a new #mosquito trap to fight #Zika
https://t.co/7vNRG48RB5
#innovation #tech #health #drones https://t.co/vCe93JE9Uc",Mon Jun 27 15:14:13 +0000 2016,747447954772987904,327023663,Canadian Nation's Capital,267,231,26,0,0,prevention
371,"#Zika research @KState's Biosecurity Research Institute helps control, fight #mosquitoes https://t.co/TvIoyhEAzz https://t.co/FKDnWitbpY",Mon Jun 27 15:15:15 +0000 2016,747448210789044224,18767506,"Manhattan, Kansas",13151,63,2,0,0,prevention
372,‘Zika virus; Therapy for chronic asthma; Stroke prevention in sickle cell disease’ on #SoundCloud #np https://t.co/IzPLaIa0WX,Mon Jun 27 15:17:40 +0000 2016,747448821416747008,150029426,"Kingston, Jamaica",175,492,3617,0,0,prevention
373,"#KState: Zika virus research at Biosecurity Research Institute aims to control, fight mosquitoes #Zika https://t.co/CyHzZiwV22",Mon Jun 27 15:19:27 +0000 2016,747449269901213696,4871353966,earth,5646,1899,881,0,0,prevention
374,"RT @OUR_UTAustin: Important, relevant research, and UT Austin's undergraduates are a part of it! #randomresearchmonday https://t.co/vv1oHyq…",Mon Jun 27 15:19:53 +0000 2016,747449380160974851,606105909,"Madison, Wisconsin, USA",332,565,443,0,0,prevention
375,RT @HHSGov: Help us share info on how to protect yourself from #Zika this summer → https://t.co/RqoKBUNqxt https://t.co/mBUtpNa6xd,Mon Jun 27 15:19:57 +0000 2016,747449397579898881,2872851489,,538,499,1007,0,0,prevention
376,RT @CMichaelGibson: Don't fall prey to the booming market for questionable #Zika prevention products https://t.co/b7lX0e7YSo https://t.co/g…,Mon Jun 27 15:21:24 +0000 2016,747449761314201601,727646054988943360,"Seattle, WA",72,145,388,0,0,prevention
377,"During these summer months, learn about raising awareness of Zika virus: https://t.co/NJaacr9mCa",Mon Jun 27 15:22:21 +0000 2016,747449998904856577,44354667,"Camden, NJ",1744,34,126,0,0,prevention
378,RT @CMichaelGibson: Don't fall prey to the booming market for questionable #Zika prevention products https://t.co/b7lX0e7YSo https://t.co/g…,Mon Jun 27 15:22:47 +0000 2016,747450109407944704,731196543299026944,"Duluth, MN",40,172,478,0,0,prevention
379,Local mosquito experts fight to prevent Zika during peak time for the insects - https://t.co/JwxSbtJRrw https://t.co/1yi5aZoK34,Mon Jun 27 15:23:31 +0000 2016,747450291885383680,2783201600,,149,0,0,0,0,prevention
380,Texas launches $2M #Zika awareness ad campaign. Don't miss the latest edition of State Week via @Briannaehley: https://t.co/jOD9t4Viut,Mon Jun 27 15:25:06 +0000 2016,747450692147634176,207660339,"Arlington, Va.",11220,483,1,0,0,prevention
381,How men can help protect their families and future from #Zika. New @HPLifestyle blog: https://t.co/hnMJEdiwoE,Mon Jun 27 15:25:17 +0000 2016,747450735848267780,426909329,,98079,478,658,0,0,prevention
382,"""This is not the time for politics"" -@BennetForCO on funding to fight #Zika, via @dailycamera https://t.co/Er2YM9kzms #cosen #copolitics",Mon Jun 27 15:25:40 +0000 2016,747450834410037248,16041830,"Denver, CO",746,2221,140,0,0,prevention
383,RT @DrFriedenCDC: How men can help protect their families and future from #Zika. New @HPLifestyle blog: https://t.co/hnMJEdiwoE,Mon Jun 27 15:25:48 +0000 2016,747450866035228672,599279600,"Atlanta, Georgia",13136,107,98,0,0,prevention
384,RT @DrFriedenCDC: How men can help protect their families and future from #Zika. New @HPLifestyle blog: https://t.co/hnMJEdiwoE,Mon Jun 27 15:26:42 +0000 2016,747451095807467521,3064983248,Kuala Lumpur,260,435,1380,0,0,prevention
385,"Zika virus #research at #Biosecurity Research Inst.: control, fight mosquitoes https://t.co/A9lNXjEe8P #KState",Mon Jun 27 15:28:36 +0000 2016,747451572179730432,501917170,Kansas State University,600,1116,3033,0,0,prevention
386,Support our global public health partners &amp; protect against zika with 1 of our bednets: https://t.co/HgRAj7k8z8 https://t.co/z0zduXgRls,Mon Jun 27 15:30:16 +0000 2016,747451991136284673,2241005173,Ottawa,193,135,76,0,0,prevention
387,"RT @PittPlusMe: Mosquito Control Tips: Install window/door screens, use AC, empty items holding water, and use indoor insect fogger. https:…",Mon Jun 27 15:30:24 +0000 2016,747452024539602945,4958911,By the beach,9605,1322,923,0,0,prevention
388,RT @DrFriedenCDC: How men can help protect their families and future from #Zika. New @HPLifestyle blog: https://t.co/hnMJEdiwoE,Mon Jun 27 15:30:48 +0000 2016,747452125161086976,3180089164,,243,143,3,0,0,prevention
389,RT @LCDHD: Russell County Health Department Staff promoting Zika Awareness. https://t.co/MNWcEgqxY4,Mon Jun 27 15:32:02 +0000 2016,747452436156121088,2339177324,"Frankfort, KY",298,95,238,0,0,prevention
390,"Local mosquito experts fight to prevent Zika during peak time for the insects
https://t.co/dw0Fmdv2W4",Mon Jun 27 15:32:45 +0000 2016,747452618071511040,1886507720,New York,9953,9580,51682,0,0,prevention
391,RT @CapCareMedical: Summer's here and #mosquitoes are everywhere! Protect yourself from #Zika https://t.co/IW1NMJGdDM https://t.co/jSZRzbN0…,Mon Jun 27 15:32:52 +0000 2016,747452648148852736,66159617,"Albany, NY",84,295,106,0,0,prevention
392,Researchers at University of Texas Push Efforts to Fight Zika Virus - University Herald via https://t.co/PGAhkJKopT #health,Mon Jun 27 15:33:19 +0000 2016,747452757330771968,2469038124,World Wide Web,268,0,835,0,0,prevention
393,Zika virus: Arming parents for prevention - ModernMedicine https://t.co/IUWtYOERgU,Mon Jun 27 15:33:31 +0000 2016,747452810237718531,2783201600,,149,0,0,0,0,prevention
394,#ChristianBlogTrendz | @cathnewslive Obama Threatens to Veto Bill to Combat Zika Virus Because It Doesn’t Fun... https://t.co/0qmsHL4yre,Mon Jun 27 15:34:57 +0000 2016,747453171228807168,2197631549,Worldwide,11252,943,296,0,0,prevention
395,It’s Mosquito Control Awareness Week! Learn health depts are controlling mosquitoes that spread viruses like #Zika https://t.co/LWU3hiJr66,Mon Jun 27 15:37:05 +0000 2016,747453705759293440,21799993,"Washington, DC",13803,1749,152,0,0,prevention
396,"Zika Virus Research at Biosecurity Research Institute Aims to Control, Fight Mosquitoes https://t.co/EM3JwLzxE1",Mon Jun 27 15:37:38 +0000 2016,747453844397817856,182827105,,2111,2198,51,0,0,prevention
397,"Zika Virus Research at Biosecurity Research Institute Aims to Control, Fight Mosquitoes https://t.co/o8B5dmGpHq",Mon Jun 27 15:37:39 +0000 2016,747453850982879232,354279214,MEXICO D.F AZCAPOTZALCO,580,499,2,0,0,prevention
398,It’s Mosquito Control Awareness Week! Learn how health depts are controlling mosquitoes that spread #Zika https://t.co/LWU3hiJr66,Mon Jun 27 15:37:42 +0000 2016,747453862059999236,21799993,"Washington, DC",13803,1749,152,0,0,prevention
399,"Zika virus: Arming parents for prevention: The Special Report, Zika Virus: Top mosquito repellent recommendat... https://t.co/EhyQfPGaOR",Mon Jun 27 15:37:50 +0000 2016,747453896868585472,3428474187,,21,49,0,0,0,prevention
400,@hillhulse Senate Takes up House BIll on Zika Prevention https://t.co/jwlddY2ENN https://t.co/Fkb7RwNoel,Mon Jun 27 15:43:18 +0000 2016,747455270893191168,178062281,,12765,9573,304,0,0,prevention
401,#Abortion #ProLife Obama Threatens to Veto Bill to Combat Zika Virus Because It Doesn’t Fund ... https://t.co/EI7i85q7zq Via @LifeNewsHQ,Mon Jun 27 15:44:04 +0000 2016,747455466523942912,17740704,USA,694,340,548,0,0,prevention
402,Obama Threatens to Veto Bill to Combat Zika Virus Because It Doesn’t Fund Planned Parenthood https://t.co/nWZcdCS1u7 vía @LifeNewsHQ,Mon Jun 27 15:44:05 +0000 2016,747455468457496580,83974268,"ÜT: -12.100843,-77.038314",13443,9477,800,0,0,prevention
403,Obama Threatens to Veto Bill to Combat Zika Virus Because It Doesn’t Fund Planned Parenthood: Pro... https://t.co/Mwm0TwoTVA @LifeNewsHQ,Mon Jun 27 15:44:05 +0000 2016,747455470336512000,3237002104,"Comunidad de Madrid, España",1672,1984,13,0,0,prevention
404,RT @ThePHF: It’s Mosquito Control Awareness Week! Learn how health depts are controlling mosquitoes that spread #Zika https://t.co/LWU3hiJr…,Mon Jun 27 15:47:36 +0000 2016,747456355489947648,3905016019,"Virginia, USA",22,67,6,0,0,prevention
405,Billy Wright said that Billy Wright said that Zika virus: Arming parents for prevention – ModernMedicine Is what I… https://t.co/hV7gHkZtUY,Mon Jun 27 15:50:45 +0000 2016,747457144757288960,743522619010457600,"Lakewood, OH",13,38,0,0,0,prevention
406,RT @CMichaelGibson: Don't fall prey to the booming market for questionable #Zika prevention products https://t.co/b7lX0e7YSo https://t.co/g…,Mon Jun 27 15:51:34 +0000 2016,747457350571798528,811440067,"Scarsdale, New York",286,470,281,0,0,prevention
407,"#InfectiousDisease Zika virus: Arming parents for prevention: The Special Report, Zika Virus: Top ... https://t.co/Ff1OBQ0IEK #ZikaVirus",Mon Jun 27 15:52:47 +0000 2016,747457659150831616,3041054075,"Philadelphia, PA",5596,5589,121,0,0,prevention
408,"Ivan Rodriguez, Puerto Rican Baseball Star, Raise Awareness of Threat of Zika Virus via @PRNHispanic https://t.co/90kljFfLj8",Mon Jun 27 15:53:05 +0000 2016,747457732429524992,95226813,New York,1305,589,18,0,0,prevention
409,"Newest post on the #Campaign4Cures blog: ""Funding Needed to Fight #Zika Threat,"" by Janice Lloyd. Read here: https://t.co/snSiH1S42O",Mon Jun 27 16:25:08 +0000 2016,747465801301630977,153031867,United States of America,341,344,591,0,0,prevention
410,Researchers at University of Texas Push Efforts to Fight Zika Virus - University Herald https://t.co/X4alSr7rVQ,Mon Jun 27 16:25:57 +0000 2016,747466003571843072,1011847296,,1243,88,23,0,0,prevention
411,Researchers at University of Texas Push Efforts to Fight Zika Virus - University Herald https://t.co/3b3YUWGBny,Mon Jun 27 16:26:03 +0000 2016,747466031740895232,1223567238,"Appleton, Wisconsin",65,171,0,0,0,prevention
412,Researchers at University of Texas Push Efforts to Fight Zika Virus - University Herald https://t.co/6LRHQePp3F,Mon Jun 27 16:26:04 +0000 2016,747466035704496128,179790372,,277,0,0,0,0,prevention
413,Researchers at University of Texas Push Efforts to Fight Zika Virus - University Herald https://t.co/53c1eMlK7l,Mon Jun 27 16:26:54 +0000 2016,747466242072711168,732061744756097024,"New York, NY",10,0,0,0,0,prevention
414,"However, he is bilking taxpayers with a Zika hoax. POTUS Trump will correct this problem. https://t.co/kiHSRjD05V",Mon Jun 27 16:26:46 +0000 2016,747466211743637504,1179735018,"Mahwah, NJ",111,156,10164,0,0,prevention
415,#Health: Researchers at University of Texas Push Efforts to Fight Zika Virus : A-Z Universi… https://t.co/XTzw6q8CLQ https://t.co/Bx0fUPT9gd,Mon Jun 27 16:29:02 +0000 2016,747466778939428864,4871353966,earth,5647,1899,881,0,0,prevention
416,RTI's @rreithinger is on the air now discussing #zika prevention with @kojoshow https://t.co/vAmTkIOK3y,Mon Jun 27 16:29:17 +0000 2016,747466843716100097,300917325,"RTP, NC & around the world",6019,418,538,0,0,prevention
417,#health Researchers at University of Texas Push Efforts to Fight Zika Virus - University Herald https://t.co/lks7JK0X1w,Mon Jun 27 16:30:01 +0000 2016,747467028731142144,3369686566,Breaking News,2959,4667,0,0,0,prevention
418,Researchers at University of Texas Push Efforts to Fight Zika Virus - University Herald https://t.co/Nc3jvLork7,Mon Jun 27 16:30:17 +0000 2016,747467095147831296,502277410,Italy,2343,2089,4099,0,0,prevention
419,University Herald Researchers at University of Texas Push Efforts to Fight Zika Virus University Herald The… https://t.co/7nBAukCf4H,Mon Jun 27 16:30:22 +0000 2016,747467116467544065,634516667,Washington [USA],546,137,0,0,0,prevention
420,"It could start with gun reform or funding for Zika virus, but sure tell me how you're truly going to help women? https://t.co/tdsCWV8E4k",Mon Jun 27 16:32:33 +0000 2016,747467666768670724,29798815,"New York, NY",428,457,12585,0,0,prevention
421,"""Researchers at University of Texas Push Efforts to Fight Zika Virus - University Herald"" https://t.co/eXqrRwyJkE #HealthNews",Mon Jun 27 16:32:53 +0000 2016,747467747769126912,142608660,,232,0,0,0,0,prevention
422,"RT @RisaMorrisNews: #ZIKA ALERT: @CollierMosquito requesting funds to fight Zika. Ahead on @NBC2 at 6, what the money would be used for. ht…",Mon Jun 27 16:33:09 +0000 2016,747467815595048960,12371172,Southwest Florida,41853,335,246,0,0,prevention
423,Researchers at University of Texas Push Efforts to Fight Zika Virus - University Herald https://t.co/vLXnnvIg5Z,Mon Jun 27 16:33:28 +0000 2016,747467896150859776,2199395154,New York,344,310,0,0,0,prevention
424,Want to protect against mosquito-based viruses? Here's one list of effective repellants: https://t.co/yimfFnX5kb,Mon Jun 27 16:33:44 +0000 2016,747467965461897217,14848798,"Washington, D.C.",22208,186,2429,0,0,prevention
425,Obama Threatens to Veto Bill to Combat Zika Virus Because It Doesn’t Fund Planned Parenthood https://t.co/bylP3O1bog https://t.co/hUQnN3dc4F,Mon Jun 27 16:33:47 +0000 2016,747467977793036288,74552263,USA,37091,31573,0,0,0,prevention
426,Obama Threatens to Veto Bill to Combat Zika Virus Because It Doesn’t Fund Planned Parenthood https://t.co/kQxrJ8rHEs https://t.co/XnfPTpynmQ,Mon Jun 27 16:33:47 +0000 2016,747467977751048192,50434933,USA,164281,118083,13,0,0,prevention
427,".@FLGovScott Orders State To Spend $26 Million On #Zika Fight, via @AP: https://t.co/PbpEcE6vZe",Mon Jun 27 16:33:54 +0000 2016,747468006704414720,73450877,"Fort Myers, Florida",2242,285,177,0,0,prevention
428,Researchers at University of Texas Push Efforts to Fight Zika Virus - University Herald https://t.co/0Grw9RmoRt,Mon Jun 27 16:34:10 +0000 2016,747468072525586432,984212437,,1,10,0,0,0,prevention
429,RT @LifeNewsToo: Obama Threatens to Veto Bill to Combat Zika Virus Because It Doesn’t Fund Planned Parenthood https://t.co/bylP3O1bog https…,Mon Jun 27 16:34:10 +0000 2016,747468073372835841,318485865,"Flower Mound, Texas",219,522,3035,0,0,prevention
430,RT @LifeNewsHQ: Obama Threatens to Veto Bill to Combat Zika Virus Because It Doesn’t Fund Planned Parenthood https://t.co/kQxrJ8rHEs https:…,Mon Jun 27 16:34:11 +0000 2016,747468076145270784,2769922481,,1363,1758,12662,0,0,prevention
431,"RT @AIIAmericanGirI: Obama Threatens to Veto Bill to Combat Zika Virus Because It Doesn't Fund Planned Parenthood @LifeNewsHQ
https://t.co/…",Mon Jun 27 16:34:11 +0000 2016,747468078246592514,2281093466,Pork capital,545,705,3881,0,0,prevention
432,RT @LifeNewsHQ: Obama Threatens to Veto Bill to Combat Zika Virus Because It Doesn’t Fund Planned Parenthood https://t.co/kQxrJ8rHEs https:…,Mon Jun 27 16:34:48 +0000 2016,747468231368028160,2281093466,Pork capital,545,705,3881,0,0,prevention
433,RT @LifeNewsHQ: Obama Threatens to Veto Bill to Combat Zika Virus Because It Doesn’t Fund Planned Parenthood https://t.co/kQxrJ8rHEs https:…,Mon Jun 27 16:34:58 +0000 2016,747468275152478208,93496023,,315,172,9278,0,0,prevention
434,"Step 2: bug spray. 
As the CDC and my grandmother say: don't let mosquitoes bite you! https://t.co/AuSyUsnkTY",Mon Jun 27 16:35:03 +0000 2016,747468293070589956,223882132,D.C. ,1517,1326,21723,0,0,prevention
435,RT @LifeNewsHQ: Obama Threatens to Veto Bill to Combat Zika Virus Because It Doesn’t Fund Planned Parenthood https://t.co/kQxrJ8rHEs https:…,Mon Jun 27 16:35:09 +0000 2016,747468319645589504,134383955,Oregon,980,659,7654,0,0,prevention
436,"""Protect?"" @SpeakerRyan, is that what you call GOP Congress leaving mothers &amp; babies defenseless against #Zika? https://t.co/kBClg7R7rQ",Mon Jun 27 16:35:17 +0000 2016,747468355632693248,617619927,"Washington State, USA",3819,1854,96637,0,0,prevention
437,RT @LifeNewsHQ: Obama Threatens to Veto Bill to Combat Zika Virus Because It Doesn’t Fund Planned Parenthood https://t.co/kQxrJ8rHEs https:…,Mon Jun 27 16:35:29 +0000 2016,747468405649833984,700896273642160128,Trump Train USA,800,1848,48063,0,0,prevention
